Filename,Sample_ID,Species,Dev_stage,Sex,Age,Phenotype,Tissue,Tissue_complete,Collected_by,Collection_date,Biomaterial_provider,Geographic_location,Ecotype,Body_mass,Testes_mass,Bird_ID,Gonadosomatic_index,Sample_Type,Batch,Seq_provider,Lib_prep,Lib_kit,Seq_prep,Seq_kit,Lib_size,RIN
s1337_F_LS_02_R2.gz,s1337_F_LS_02,Calidris pugnax,Adult,Male,3,Faeder,LS,Lateral septum,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),30943835,7.6
s1337_F_NC_02_R1.gz,s1337_F_NC_02,Calidris pugnax,Adult,Male,3,Faeder,NC,Caudal nidopallium,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26922842,8
s1337_F_NC_02_R2.gz,s1337_F_NC_02,Calidris pugnax,Adult,Male,3,Faeder,NC,Caudal nidopallium,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26922842,8
s1337_F_POA_03_R1.gz,s1337_F_POA_03,Calidris pugnax,Adult,Male,3,Faeder,POM,Medial preoptic area,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),31507598,7.7
s1337_F_POA_03_R2.gz,s1337_F_POA_03,Calidris pugnax,Adult,Male,3,Faeder,POM,Medial preoptic area,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),31507598,7.7
s1337_F_RAP_03_R1.gz,s1337_F_RAP_03,Calidris pugnax,Adult,Male,3,Faeder,Rap,Raphe,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34058484,8.2
s1337_F_RAP_03_R2.gz,s1337_F_RAP_03,Calidris pugnax,Adult,Male,3,Faeder,Rap,Raphe,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34058484,8.2
s1337_F_TNA_03_R1.gz,s1337_F_TNA_03,Calidris pugnax,Adult,Male,3,Faeder,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),25558396,7.4
s1337_F_TNA_03_R2.gz,s1337_F_TNA_03,Calidris pugnax,Adult,Male,3,Faeder,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),25558396,7.4
s1337_F_VTA_03_R1.gz,s1337_F_VTA_03,Calidris pugnax,Adult,Male,3,Faeder,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),24528439,8
s1337_F_VTA_03_R2.gz,s1337_F_VTA_03,Calidris pugnax,Adult,Male,3,Faeder,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),24528439,8
s1340_I_ADR_02_R1.gz,s1340_I_ADR_02,Calidris pugnax,Adult,Male,1,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,1,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34309846,8.7
s1340_I_ADR_02_R2.gz,s1340_I_ADR_02,Calidris pugnax,Adult,Male,1,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,1,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34309846,8.7
s1340_I_GON_01_R1.gz,s1340_I_GON_01,Calidris pugnax,Adult,Male,1,Independent,Gon,Male gonads (testes),Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),33322726,7.8
s1340_I_GON_01_R2.gz,s1340_I_GON_01,Calidris pugnax,Adult,Male,1,Independent,Gon,Male gonads (testes),Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),33322726,7.8
s1340_I_HYP_02_R1.gz,s1340_I_HYP_02,Calidris pugnax,Adult,Male,1,Independent,Hyp,Hypothalamus,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),38189939,7.4
s1340_I_HYP_02_R2.gz,s1340_I_HYP_02,Calidris pugnax,Adult,Male,1,Independent,Hyp,Hypothalamus,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),38189939,7.4
s1340_I_LIV_01_R1.gz,s1340_I_LIV_01,Calidris pugnax,Adult,Male,1,Independent,Liv,Liver,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34929736,8.7
s1340_I_LIV_01_R2.gz,s1340_I_LIV_01,Calidris pugnax,Adult,Male,1,Independent,Liv,Liver,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34929736,8.7
s1340_I_LS_02_R1.gz,s1340_I_LS_02,Calidris pugnax,Adult,Male,1,Independent,LS,Lateral septum,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),20717588,5.9
s1340_I_LS_02_R2.gz,s1340_I_LS_02,Calidris pugnax,Adult,Male,1,Independent,LS,Lateral septum,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),20717588,5.9
s1340_I_NC_02_R1.gz,s1340_I_NC_02,Calidris pugnax,Adult,Male,1,Independent,NC,Caudal nidopallium,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),19659526,6.1
s1340_I_NC_02_R2.gz,s1340_I_NC_02,Calidris pugnax,Adult,Male,1,Independent,NC,Caudal nidopallium,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),19659526,6.1
s1340_I_PIT_01_R1.gz,s1340_I_PIT_01,Calidris pugnax,Adult,Male,1,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),33508945,10
s1340_I_PIT_01_R2.gz,s1340_I_PIT_01,Calidris pugnax,Adult,Male,1,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),33508945,10
s1340_I_POA_03_R1.gz,s1340_I_POA_03,Calidris pugnax,Adult,Male,1,Independent,POM,Medial preoptic area,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),39058039,7.1
s1340_I_POA_03_R2.gz,s1340_I_POA_03,Calidris pugnax,Adult,Male,1,Independent,POM,Medial preoptic area,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),39058039,7.1
s1340_I_RAP_03_R1.gz,s1340_I_RAP_03,Calidris pugnax,Adult,Male,1,Independent,Rap,Raphe,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),31211254,7.4
s1340_I_RAP_03_R2.gz,s1340_I_RAP_03,Calidris pugnax,Adult,Male,1,Independent,Rap,Raphe,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),31211254,7.4
s1340_I_TNA_03_R1.gz,s1340_I_TNA_03,Calidris pugnax,Adult,Male,1,Independent,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),22917368,7.2
s1340_I_TNA_03_R2.gz,s1340_I_TNA_03,Calidris pugnax,Adult,Male,1,Independent,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),22917368,7.2
s1340_I_VTA_03_R1.gz,s1340_I_VTA_03,Calidris pugnax,Adult,Male,1,Independent,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29908009,7.3
s1340_I_VTA_03_R2.gz,s1340_I_VTA_03,Calidris pugnax,Adult,Male,1,Independent,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29908009,7.3
s1633_S_ADR_01_R1.gz,s1633_S_ADR_01,Calidris pugnax,Adult,Male,7,Satellite,Adr,Adrenal glands,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34219722,7.5
s1633_S_ADR_01_R2.gz,s1633_S_ADR_01,Calidris pugnax,Adult,Male,7,Satellite,Adr,Adrenal glands,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34219722,7.5
s1633_S_GON_01_R1.gz,s1633_S_GON_01,Calidris pugnax,Adult,Male,7,Satellite,Gon,Male gonads (testes),Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26957559,NA
s1633_S_GON_01_R2.gz,s1633_S_GON_01,Calidris pugnax,Adult,Male,7,Satellite,Gon,Male gonads (testes),Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26957559,NA
s1633_S_HYP_02_R1.gz,s1633_S_HYP_02,Calidris pugnax,Adult,Male,7,Satellite,Hyp,Hypothalamus,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),27669146,7.7
s1633_S_HYP_02_R2.gz,s1633_S_HYP_02,Calidris pugnax,Adult,Male,7,Satellite,Hyp,Hypothalamus,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),27669146,7.7
s1633_S_LS_02_R1.gz,s1633_S_LS_02,Calidris pugnax,Adult,Male,7,Satellite,LS,Lateral septum,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),22103631,7.8
s1633_S_LS_02_R2.gz,s1633_S_LS_02,Calidris pugnax,Adult,Male,7,Satellite,LS,Lateral septum,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),22103631,7.8
s1633_S_PIT_01_R1.gz,s1633_S_PIT_01,Calidris pugnax,Adult,Male,7,Satellite,Pit,Pituitary gland,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),32673044,10
s1633_S_PIT_01_R2.gz,s1633_S_PIT_01,Calidris pugnax,Adult,Male,7,Satellite,Pit,Pituitary gland,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),32673044,10
s1633_S_POA_03_R1.gz,s1633_S_POA_03,Calidris pugnax,Adult,Male,7,Satellite,POM,Medial preoptic area,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),35955440,7.7
s1633_S_POA_03_R2.gz,s1633_S_POA_03,Calidris pugnax,Adult,Male,7,Satellite,POM,Medial preoptic area,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),35955440,7.7
s1633_S_RAP_03_R1.gz,s1633_S_RAP_03,Calidris pugnax,Adult,Male,7,Satellite,Rap,Raphe,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),36087098,8
s1633_S_RAP_03_R2.gz,s1633_S_RAP_03,Calidris pugnax,Adult,Male,7,Satellite,Rap,Raphe,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),36087098,8
s1633_S_TNA_03_R1.gz,s1633_S_TNA_03,Calidris pugnax,Adult,Male,7,Satellite,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26495008,7.6
s1633_S_TNA_03_R2.gz,s1633_S_TNA_03,Calidris pugnax,Adult,Male,7,Satellite,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26495008,7.6
s1633_S_VTA_03_R1.gz,s1633_S_VTA_03,Calidris pugnax,Adult,Male,7,Satellite,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),28029087,8
s1633_S_VTA_03_R2.gz,s1633_S_VTA_03,Calidris pugnax,Adult,Male,7,Satellite,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/8/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.75,2.95,1633,1.75,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),28029087,8
s1639_F_ADR_02_R1.gz,s1639_F_ADR_02,Calidris pugnax,Adult,Male,6,Faeder,Adr,Adrenal glands,Jasmine L. Loveland,6/14/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,129.62,3.28,1639,2.53,Total RNA,1,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),30276171,8.1
s1639_F_ADR_02_R2.gz,s1639_F_ADR_02,Calidris pugnax,Adult,Male,6,Faeder,Adr,Adrenal glands,Jasmine L. Loveland,6/14/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,129.62,3.28,1639,2.53,Total RNA,1,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),30276171,8.1
s1639_F_BLO_01_R1.gz,s1639_F_BLO_01,Calidris pugnax,Adult,Male,6,Faeder,Blo,Blood,Jasmine L. Loveland,6/14/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,129.62,3.28,1639,2.53,Total RNA,5,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),39618113,6.1
s1639_F_BLO_01_R2.gz,s1639_F_BLO_01,Calidris pugnax,Adult,Male,6,Faeder,Blo,Blood,Jasmine L. Loveland,6/14/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,129.62,3.28,1639,2.53,Total RNA,5,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),39618113,6.1
s1639_F_GON_01_R1.gz,s1639_F_GON_01,Calidris pugnax,Adult,Male,6,Faeder,Gon,Male gonads (testes),Jasmine L. Loveland,6/14/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,129.62,3.28,1639,2.53,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),33837290,NA
